start	end	text
4345680	4351920	basically what it says so we would like to make sure that we're finding these parameters and in
4351920	4357600	a mathematical sense what that means is we would like to make sure we maximize the likelihood
4357600	4364000	that's why it's called maximize likelihood that the model matches whatever the true observations
4364000	4364480	are going to say
4364800	4370640	and since we're assuming right now this is a stochastic process this is why it's an estimate
4370640	4377040	and it's a likelihood estimate okay um now there's a couple of assumptions what we're making here
4377040	4380400	um and there's basically two two main assumptions
4381520	4388160	um so what we're assuming is that the maximum likelihood estimate assumes that the training
4388160	4393840	samples are independent and they're generated all by the same probability distribution we'll later
4393840	4394640	talk about which distribution is independent and they're generated all by the same probability
4394640	4399080	distribution it is but they're independent and they're from the same distribution and that's
4399080	4402480	important this is our assumptions what we're making with our maximum likelihood estimate
4402480	4408840	and assuming we say these are independent and this is very important now because assuming they're
4408840	4415800	independent for the sampling strategy this means all we have to do is we check our model we make
4415800	4421600	a prediction here basically every time that means we can simply multiply all of these predictions
4421600	4427080	from our model in other words none of the predictions have anything to do with each other
4427080	4431820	from a probabilistic standpoint right that's why we're assuming the samples that we're drawing from
4431820	4436540	our model right now they're independent and they're generated by the same probability distribution
4436540	4444480	okay so this is what we're assuming and now what we would like to do is we would like to go from
4444480	4451500	this abstract notion of please maximize the likelihood that my model matches
4451500	4451580	my model and that's what we're assuming and now what we would like to do is we would like to go
4451580	4452120	from this abstract notion of please maximize the likelihood that my model matches my observations
4452120	4459360	i would like to derive a loss function i would like to figure out how can we go from this
4459360	4465760	function here or from from this kind of abstract maximum likelihood estimate how can we go to a
4465760	4473460	loss function that we can then actually optimize in order to find the optimal parameters such that
4473460	4479500	our model is actually having the right status in order to match the observations with the highest
4479500	4481220	probability okay
4481580	4489800	so how do we do this well we want to simplify this term a little bit here and the big problem
4489800	4494100	what we're going to have here well let's call it a problem for now but we will find a solution
4494100	4500520	obviously um is this product this product makes this art max here kind of nasty to optimize when
4500520	4504680	if you're thinking about how you would optimize that it's not that straightforward but there's a
4504680	4510020	simple simple thing what we can do um so what we're going to do right now is we're going to go ahead
4510020	4511420	and just drawing the
4511580	4517780	logarithm so well looks strange right so what we're doing is we are basically going ahead and
4517780	4525100	saying here we have a product and here we have a sum but we have a sum of logarithms and this is
4525100	4532800	the nice thing about the the logarithmic property um if we're having a log a times b it's the same
4532800	4541500	as log a plus log b and you might say well okay that's fair so if you drew the logarithm
4541580	4548320	here um then you could do that but now you introduce just randomly logarithm in order
4548320	4554980	then to make this product here a sum but the trick here is that this is the logarithm is a
4554980	4562840	monotonic function so if we took the logarithm versus not the logarithm like the the monotony
4562840	4567560	is not violated because we we still have the highest probability of making the right prediction
4567560	4570300	or like to make the right prediction of the respective observations
4571580	4576680	this is a monotonic function we can very easily just draw the logarithm here and then rewrite this
4576680	4581520	product here as a sum right it's nothing complicated it's just applying this logarithmic
4581520	4585980	property and the reason why we can draw the logarithm is because this is a monotonic function
4585980	4592800	and the reason why we want to do that is this simplifies the whole problem quite a bit
4592800	4596600	like mathematically speaking if you're now going back to our linear regression
4596600	4601500	um and now what we can do is we can write this
4601580	4611200	as a sum instead of a um instead of a product um now we can actually look at what distributions
4611200	4617000	um or what probability distributions can our model have and this is our second assumption
4617000	4621540	what we're now making right now is we're saying well all of our models that we're doing
4621540	4628100	um following or all of our observations what we're what we're what we're looking at
4628100	4631420	they all fall follow a gaussian a gaussian distribution
4631580	4635180	so what shape does our probability distribution have well we're assuming it's gaussian
4635740	4644060	so assuming this is a normal distribution here um we having certain observations these are our y i's
4644060	4650140	right we're having our input features times our model parameters and we're having um the variance
4650140	4654940	here the standard deviation squared um and now what we can do is we can simply uh pull out the
4654940	4659340	mean here right so like here we have zero as our mean and we'll be pulling the mean out
4660140	4661580	and we're assuming this is our gaussian
4661580	4667740	so it's one over the square root of two pi um times sigma squared times e
4669260	4677020	to the power of minus one over two sigma squared times y i minus mu squared and we're assuming that
4677020	4684940	our y i's are drawn from this specific distribution right um and what we care about right now is we
4684940	4690380	would like to figure out what this term is here in the top what is the respective probability well
4691580	4694700	that's the thing where we can now go ahead and take this assumption
4695340	4701820	uh so what we've done here before right we have our our likelihood um and now what we can do is
4701820	4707180	we can simply go ahead and take this gaussian distribution and for this mu we're just feeding
4707180	4713260	in our xi theta right so all they're doing right now is we're simply assuming that our
4715260	4721260	our predictions our probabilities here they're gonna follow this gaussian distribution right so
4721260	4727340	all we're doing right now is we're just putting in our xi times theta we're putting this one into
4727340	4732700	our probabilities right now now right so you might say well okay this makes the term pretty
4732700	4737580	complicated but there's a little bit of an advantage where we just had because if we go
4737580	4743740	into our actual optimization problem we now know we don't have actual probabilities here we have
4743740	4750940	lot probabilities right so what we're trying to do here is we're saying our max over the sum of the
4751260	4756220	log probabilities from our model so now what we want to do is we want to put this one here back
4756220	4762060	into here and we're taking the logarithm of this whole gaussian here and this is a nice property
4762060	4767820	about the logarithm that this simplifies the whole problem quite a bit so the first thing what's going
4767820	4773820	to happen is so all i'm doing here right now is i'm putting this one into here this is my first
4775020	4778780	row here the first thing you're going to see is well okay we're taking the logarithm here
4779740	4781180	of this gaussian so
4781260	4785500	there's an e function right so the logarithm and the e function cancel out that's why the
4785500	4790940	logarithm is a pretty good choice here why we did this actually in the first place and then
4790940	4797100	the next thing what we can do is after so well first after we did that we will see here we
4797100	4805820	ending up with one constant here at the front so this one is two pi times sigma squared but
4805820	4811020	there's no x and no theta in here so there's no input and no model parameter in here the only
4811260	4816540	parameters are here um and then what we can do is we can just rewrite this whole thing as a matrix
4816540	4820540	and then this term already becomes a lot simpler right so now we have this constant here at the
4820540	4829820	beginning uh that's just a constant and now here we're having uh one over two sigma squared times
4830620	4836300	this uh well you guessed it it's a it's the same formula what we had before right it's
4836300	4841100	only the regression formula basically um okay and that's all we have right here
4841260	4847820	now right um so now what we want to do is if we want to have this log likelihood and we want to
4847820	4854060	have our r max here we're ending up with this formula how can we find the estimate of theta
4854060	4860300	well we've done this already we're setting we're looking for a linear least squares problem here
4860300	4864620	where we're setting the gradient to zero then we're ending up with our linear least squares
4864620	4869980	formulation and we try and solve that and then we're having our estimate for our maximum
4871260	4875340	likelihood estimate right so this is kind of a very important thing in machine learning that we
4875340	4882460	can kind of use this logarithm trick um in order to go from our maximum likelihood estimate um back
4882460	4886620	to our linear regression and using the same trick to solve it which is just the linear solve at the
4886620	4893020	end of the day okay um there will be some details here in the exercise session specifically regarding
4893020	4899180	the math i hope you could still follow it if it's a problem pause the video and go back and have a
4899180	4901100	look at the exercises first before you continue on the next one
4901260	4907500	so let's continue from here um but as a summary what we have been doing here um the maximum
4907500	4913980	likelihood estimator corresponds to the least squares estimate we've just derived that um
4913980	4917260	however of course we have to assume these assumptions right we had the assumptions that
4917260	4923260	our samples are drawn independent um and that they actually follow a quotient distribution
4923260	4925580	these were the two things and they're all the same distribution of course
4926300	4931100	um but what's important right now what we have done is we actually made quite a bit
4931260	4938540	of progress because now we have had an intro of linear regression and we had an intro of maximum
4938540	4945020	likelihood now we also have the concept of a loss function uh we have talked a little bit about
4945020	4951740	optimization to obtain the best model for regression um and we can do simple predictions
4951740	4958380	right now like the temperature in a room um but what we haven't talked too much about right now is
4958380	4960460	we haven't talked about our original task
4961260	4968300	our original task is this image classification task um and now the question is can we actually
4968300	4974140	do the same trick here also for classification right um so i wanted to reiterate the problem
4974140	4979180	statement here um i know some of the things here are redundant and i mentioned it already a little
4979180	4984940	bit between the slides so the regression versus the classification the difference here is very
4984940	4990540	obvious the the the difference is the regression predicts a continuous output like the temperature
4991260	4996380	of the room like you have a floating point value right whereas the classification predicts a
4996380	5003820	discrete value like a label um we can have a binary classifier like output is either zero one
5003820	5007420	or we can have a multi-class classification which is a set of n classes
5009580	5014540	right we're going to have a look at binary classification right now this is the the thing
5014540	5019740	that is well the next easy thing to look at um we're not going to talk too much about multi-class
5019740	5020860	classification today
5021260	5027340	in the next lecture um but this one is i think we want to now go from linear regression to the
5027340	5033100	analog of well i guess linear classification would be the main thing but it's it's not quite as simple
5033100	5039260	anymore and we want to talk about why it's not as simple anymore the whole method that we're going
5039260	5044140	to try to introduce here is called logistic regression and there's a reason why quote unquote
5044140	5050460	linear regression doesn't work that well for classification instead we have to do something
5050460	5051180	slightly different
5051260	5056780	this is what logistic regression is doing um so if we are starting with our linear classifier
5057740	5063660	what we would love to do is we would love to predict a probability we would like to make sure
5063660	5071340	which probability is it is it this class or is it that class now i mentioned this before a simple
5071340	5078460	way to approach this is we could just say well we do a linear regression and if my value is above
5078460	5081100	0.5 then it's class one
5081260	5087340	if it's below 0.5 then it's class 0. now the problem with that is there's nothing in our
5087340	5093900	linear regression that guarantees us that this value will between 0 and 1 and this is what we're
5093900	5099420	going to do right now we're going to simply go ahead and do a linear regression which is this
5099420	5107260	one here this linear regression here is doing nothing else x 0 times theta 0 x 1 times theta 1
5107260	5110860	x 2 times theta 2 sums it all up same thing as before
5111260	5116540	right so we have each feature vectors multiplied with one scalar technically we have we have a
5117180	5121260	we have a bias here at some point too it's a little inconsistent please forgive me about
5121260	5125180	that i but i wanted to make it a little bit easier from a from a writing perspective
5126540	5128860	and this is a score function right now
5130460	5138860	and we want to we want to just simply feed this output here into a sigmoid and this sigmoid of x
5141260	5149580	is 1 over 1 plus e to the power of minus x and the property of this function this function looks
5149580	5158380	like this so the point is that this function is between 0 and 1. it's never going to be 0
5158380	5164780	it's asymptotically approaching 0 and it's asymptotically approaching 1 right and the
5164780	5171180	idea of that is basically that we are squashing the output here between 0 and 1 such that we can
5171180	5177020	interpret it as a probability right and this is kind of convenient when it comes to classification
5177740	5184140	for instance if we're having a very high outlier here like if this linear classifier would predict
5184140	5190060	a very high outlier here it would simply squash it to 1. if it has a very low outlier it would
5190060	5195020	simply squash it to 0 and that is for classification a very desired property as we shall see
5196140	5201100	okay so what does it mean well um here for instance we
5201180	5206540	have the pro the way you would write this is what's the probability of my output being one
5207820	5213820	um for given input x given my model parameters data right that's what we couldn't scare about
5213820	5221340	like what's the probability that this is the one here um and a small spoiler alert here this is
5221340	5228380	basically a one-layer neural network right it's not a deep network um but it's a one-layer neural
5228380	5231100	network um and this is the reason why this is a one-layer neural network um and this is the reason why
5231180	5235180	we first started with linear regression and now we're going to logistic regression where we have
5235180	5242540	the sigma in it as well um i don't want to talk too much about neural networks yet but i obviously
5243260	5246380	wanted to give the hint that later when we go into neural networks and you
5246940	5253740	miss something go back to this slide here and check out um how the logistic regression works okay
5255660	5261100	right so this is logistic regression so how does it work in practice well now what we're
5261180	5268380	going to do is we would like to have the output to be a probability and what we'd like to do is
5268380	5272220	we would like to connect this to our maximum likelihood estimate what we had done before
5273180	5283020	so the probability of our output here um is now defined as follows right so what we're doing is
5283020	5289100	um following our logistic uh our maximum likelihood estimator what we had done before um
5290300	5291100	what is the question
5291180	5294860	what is the probability that all the labels are going to be predicted one
5295500	5298460	like what we care about is everything is going to be predicted one
5300140	5307100	here we have the product of all of our independent prediction here we have our model parameters here
5307100	5312540	we have our inputs and here we have the output labels equal to one and now what we do here is
5313580	5319740	we know that this model here that we have is defined as follows we know that our model
5320460	5325260	is the prediction of a sigmoid so this here is nothing else as a prediction of a sigmoid
5325820	5329980	so y hat i which is the respective prediction of this one thing here
5332140	5336140	is actually the sigmoid of this linear model here of x i theta
5336140	5340860	again be careful i'm simplifying this a little bit there's also a bias in it in practice right
5340860	5347660	so you want to want to also go to this one um and but now what we can do is we can actually go ahead
5348220	5349660	and reformulate this
5350140	5353500	similar as we have done it before and we can use a bernoulli trial
5354220	5361900	so the idea here is that this this prediction here um this phi to the power of z
5362940	5369340	times one minus phi to the power of one minus z this is nothing else but a model for coins right
5369900	5374220	so give me this input right what's the respective prediction here
5374860	5378700	z could be either zero or one this is the respective output in this case it was one but it
5378700	5379660	could be zero as well
5380540	5385260	and now what we know is we can just take this formula here for our model of the coin predictions
5385820	5390620	because this like again this is nothing else but rolling a coin over and over and over again
5391580	5396460	and defeating this one into the model of the coins all right so now what we're doing again
5396460	5401260	go back here oops we're taking this formula here and we're just putting this one into here
5402380	5408620	um so now y hat is nothing else but the product of the predictions of the sigmoid
5409740	5416940	all right this one here this y hat i is the sigmoid um this is the respective label of
5416940	5420220	our coin predictions again this is this is the model what we have used here
5421580	5429580	um and this is the negative part of it right so this is one minus again what the output prediction
5429580	5437260	is going to be to the power of one minus the other label and this one here this y i and one minus y i
5437260	5438940	is respectively the true
5439740	5443580	label could be zero for the first class or it could be one for the second class
5444940	5449580	okay um so now we're doing the same thing what we have done for our maximum likelihood estimate
5450380	5458780	uh we would like to simplify this uh formulation of probabilities uh this is all probability of
5458780	5463580	our binary output and what we would like to do is we would like to reformulate it such that
5463580	5468220	we are obtaining a loss function so again to clarify you might ask why on earth are we doing
5468220	5468980	this why on earth are we doing this well the whole point is here is if simply if you can find it so you
5468980	5469340	are doing it so again to clarify you might ask why on earth are we doing this well the whole point
5469340	5469720	is here is that you have the 10 bigidad invalidity eliminate all needed degrees Zent Запfehl,
5469720	5476420	we want to go ahead and get from a probability of a binary output we want to go ahead to our
5476420	5480540	loss function and this is what we're doing right now right so now we have this one we're taking
5480540	5491680	our maximum likelihood estimate and as we remember my maximum likely estimate is arc max of log p
5491680	5499600	y from x and theta and what we would like to do is we would like to make sure we get the maximum
5499600	5504740	likelihood estimate here right so we would like to maximize these probabilities okay so now here
5504740	5510720	we have our log of p here's our p now we're putting this one into here and that's what's
5510720	5516200	going to happen here so here's again our p now we're putting it into this log formulation
5516200	5521280	we can do the same trick what we have done before we have this product here of our
5521280	5528940	independent predictions now we have the sum of our log predictions and then we're simplifying
5528940	5529580	this whole thing a little bit and we're going to do the same thing here and then we're going to
5529580	5529600	do the same thing again and then we're simplifying this whole thing a little bit and then we're going
5529600	5534300	little bit because the log function and exponential function can be simplified right so we can move
5534300	5544540	this y and 1 minus y i we can move this respectively forward um and um yeah and then this is what we're
5544540	5550860	getting here right so we have here y i which is our label times the log of our y hat i this is
5550860	5561340	our sigmoid prediction uh plus 1 minus y i again it's our label uh times log 1 minus y hat i okay
5561480	5569660	there's one little thing um what kind of is relevant right so here's a minus where does
5569660	5575400	this minus come from well the point is here this probability here comes from the log likelihood
5575400	5580720	from the maximum likelihood estimator um here we would like to maximize the
5580720	5580840	function and we would like to maximize the function here so we would like to maximize
5580840	5580860	the function and we would like to maximize the function and this would be the maximum
5580860	5584620	whereas here we would like to minimize the loss function, right?
5584620	5589380	We go in here from our prediction of our probabilities,
5589640	5591580	we go in here back to our loss function, right?
5591700	5596120	So we want to derive a loss that maximizes the probabilities,
5596400	5598160	but the loss itself we want to minimize,
5598440	5599880	and this is why we needed this minus here.
5600800	5600920	Okay.
5602740	5603180	Right.
5603420	5607220	And now what we're doing is this is basically our loss function right now.
5607220	5613020	So our loss function here is now dependent on the true labels
5613020	5614800	and the sigma predictions.
5615580	5621600	So we have minus open brackets yi times log y hat i
5621600	5628100	plus 1 minus yi times log 1 minus y hat i.
5628660	5630340	Now, what do we know here?
5630700	5634300	Well, what we want to do here is basically we want to see
5634300	5636440	what happens if our label is 1.
5636440	5637200	Like, why does this happen?
5637240	5638460	Does it actually work what we're doing here?
5638540	5640680	So if our ground truth label is 1,
5641160	5644220	that means this term here will be 0, right?
5644300	5645620	So this term cancels out,
5645920	5652380	and our loss will simply be the loss of y hat i in 1 is simply log yi.
5654520	5655880	Sorry, there's the minus missing.
5656000	5657200	This minus must be here as well.
5659040	5660500	And then what we can do again,
5661660	5666680	we can go ahead and say, well, we can prove that this is true, right?
5666680	5666760	Right.
5666760	5666820	Right.
5666820	5666880	Right.
5666880	5666900	Right.
5666900	5666920	Right.
5666920	5667180	Right.
5667200	5670760	So what we want to do is we want to maximize the argmax of thetas
5670760	5675060	such that this is the maximum likelihood estimator, right?
5675340	5680740	Or to say differently, we want log y hat to be large
5680740	5684100	since the logarithm is a monotonically increasing function.
5684800	5689060	And because of that, we also want to be y hat i to be large, right?
5689240	5692080	So if this one is large, then this one is, sorry,
5692220	5694560	if this one is large, then this one is large and vice versa.
5696400	5696920	And this is the maximum likelihood estimator.
5696920	5705340	The thing that's important here is actually that one is actually the largest value of our model's estimate that it can take.
5706100	5706500	Why?
5707860	5709200	Well, we have a sigmoid function.
5709420	5711060	That's the whole point of it, right?
5712760	5715960	And if we're doing it the other way around, we're setting this one to zero,
5716620	5719120	then this one cancels out because this one will be zero.
5719340	5720360	Only this one will remain.
5720640	5723660	And then our loss function will be this one here.
5724080	5725440	I apologize for this mistake.
5725440	5726660	There must be a minus here, right?
5726660	5728780	This minus here should be here as well, respectively.
5730400	5730840	Okay.
5731520	5733300	Now, if you're putting these two things together,
5734400	5735860	this is our loss function.
5736120	5738500	We know that it can be summarized like that
5738500	5743860	because we just done the differentiation between the minus and,
5744680	5749220	sorry, the zero label case and the one label case.
5749640	5752900	And this is something what's called the binary cross entropy loss.
5752900	5755200	It's called the BCE loss, right?
5755200	5759780	And this is something that we will see very, very many times in this lecture.
5759780	5768520	We will also use the same loss in neural network land and later also expand it to the multi-class loss,
5768520	5770020	which is called softmax.
5770020	5772020	So you will see this also a couple of times.
5772560	5775800	Now, how do we actually define our cost function?
5775800	5778700	Well, now we have to go ahead and sum all of this stuff up here.
5779540	5784320	And in practice, what this means is we take this loss function, we just sum it up.
5784320	5784740	Okay.
5784740	5792260	Everywhere over all the samples, we have n samples and then there's a little one over in here.
5793140	5797300	Technically speaking, if we would be really precise,
5797300	5802300	we would also have had this one over in here in this loss function here as well,
5802300	5804820	because that's part of the maximum likelihood estimate, right?
5804820	5812740	So each sample is part of a distribution and this distribution is multiplied with the respective probability
5812740	5814740	appearing as part of the entire distribution.
5814740	5816740	So this is the entirety of the samples.
5816740	5820740	But I simplified this a little bit because I wanted to make my notation easier.
5820740	5826740	So just take it as we just averaging here over the individual loss values from each of the samples.
5826740	5828740	Okay.
5828740	5830740	What we do, well, we're minimizing our cost function.
5830740	5832740	We minimizing that one.
5832740	5834740	This is our minimization.
5834740	5842740	And again, as a brief reminder, y hat i is sigmoid of x i times theta, linear part, nonlinear part.
5842740	5844740	Okay.
5844740	5848740	Now we're going to see already we have to optimize that, right?
5848740	5852740	So now we have to also, again, optimize for our theta.
5852740	5856740	And we will already see that this theta here is part of a sigmoid right now,
5856740	5862740	which unfortunately makes this whole problem a little bit more intense to optimize.
5862740	5866740	So there's no closed-form solution anymore.
5866740	5868740	So we need to use an iterative method how to solve it.
5868740	5872740	And this iterative method is gradient descent.
5872740	5874740	Gradient descent, again,
5874740	5876740	we will talk about this a little bit in the exercises.
5876740	5878740	If you don't know it,
5878740	5880740	you should really look it up.
5880740	5882740	This is really critical.
5882740	5884740	A lot of this stuff will be based on gradient descent, what we're doing here.
5884740	5886740	And this is going to be very, very, very critical.
5888740	5890740	There will be
5890740	5892740	a little bit of more in the lecture as well.
5892740	5894740	We're going to talk about different solvers.
5894740	5896740	The one thing
5896740	5898740	what I wanted to mention here at this point, though,
5898740	5900740	is that gradient descent
5900740	5902740	is actually
5902740	5904740	or gradient-based optimization
5904740	5906740	to begin with,
5906740	5908740	is really key
5908740	5910740	to a lot of the machine learning methods.
5910740	5912740	There's also a philosophical question is
5912740	5914740	does machine learning
5914740	5916740	or this learning-based
5916740	5918740	life, in a sense,
5918740	5920740	or human life,
5920740	5922740	do we learn based on gradients?
5922740	5924740	I don't want to make the connection all the time,
5924740	5926740	but I think this was kind of a remarkable question
5926740	5928740	of how do
5928740	5930740	physical neurons actually optimize?
5930740	5932740	Because the assumption was
5932740	5934740	they are similar in a sense.
5934740	5936740	This is not so clear yet.
5936740	5938740	But what we can tell is that all neural networks
5938740	5940740	are gradient-based, and so far
5940740	5942740	specific gradient-based
5942740	5944740	optimizations
5944740	5946740	have shown really remarkable progress.
5946740	5948740	And that's what we're going to build on.
5948740	5950740	And I think that is
5950740	5952740	pretty cool and pretty exciting.
5952740	5954740	So, if we're summarizing today's
5954740	5956740	lecture, I think
5956740	5958740	the reason, I mean, I'm really excited
5958740	5960740	about all of this, because I think
5960740	5962740	obviously machine learning is really cool.
5962740	5964740	The idea is kind of we learn
5964740	5966740	from experience, right? So we're giving it more data,
5966740	5968740	and we don't have to deal with like
5968740	5970740	hand-drafting a lot of stuff anymore.
5970740	5972740	But we're learning from experiences
5972740	5974740	and can then kind of make
5974740	5976740	well, somewhat intelligent
5976740	5978740	predictions.
5978740	5980740	And to infer
5980740	5982740	something about the future. And I think this is really
5982740	5984740	useful for a lot of different tasks.
5984740	5986740	It could be very simple tasks,
5986740	5988740	and to be
5988740	5990740	pretty frank, a lot of the problems
5990740	5992740	you can actually solve with linear regression.
5992740	5994740	Like, linear regression is a
5994740	5996740	really powerful tool that you
5996740	5998740	can apply for many, many problem
5998740	6000740	statements, and they are probably
6000740	6002740	pretty good. So if a linear regressor
6002740	6004740	well, a linear regressor
6004740	6006740	should always be a good baseline, you should try first.
6006740	6008740	So,
6008740	6010740	in linear models, for instance
6010740	6012740	in complex phenomena, like weather
6012740	6014740	or so, can actually be quite good.
6014740	6016740	And
6016740	6018740	there are certain reasons why that is the case.
6018740	6020740	We're going to talk about this a little bit.
6020740	6022740	Neural networks are always the best choice,
6022740	6024740	but nowadays with a couple
6024740	6026740	of iterations now,
6026740	6028740	yeah, we have seen
6028740	6030740	the neural networks, we can tweak them quite well as well.
6030740	6032740	And that's really exciting,
6032740	6034740	but I hope as a summary
6034740	6036740	maybe of this lecture, like really take away
6036740	6038740	what machine learning has,
6038740	6040740	take away that machine learning is always
6040740	6042740	the very same concept. Namely,
6042740	6044740	you're going to go ahead,
6044740	6046740	you take a training data set,
6046740	6048740	from this training data set, you're going to fit a model
6048740	6050740	to it, you're trying to approximate the
6050740	6052740	distribution of a training set, and you
6052740	6054740	hope it's going to generalize to some answer.
6054740	6056740	It's always the same thing.
6056740	6058740	Now, of course, the devil here is in the detail.
6058740	6060740	Like, what's your model? What's your optimizer?
6060740	6062740	What's your data?
6062740	6064740	How do you optimize it well?
6064740	6066740	How do you regularize it?
6066740	6068740	There's going to be a lot of details we have to talk about
6068740	6070740	how to make this work well. And people have struggled with this
6070740	6072740	over the last five or
6072740	6074740	well, four decades basically
6074740	6076740	to get it to work to a reasonable level.
6076740	6078740	And I'm sure there's also going to be new stuff coming up.
6078740	6080740	But the backbone of all of this
6080740	6082740	is math and statistics.
6082740	6084740	And that makes it pretty exciting,
6084740	6086740	because it's on one hand quite theoretical,
6086740	6088740	but it's also very applied.
6088740	6090740	And you can actually show super, super
6090740	6092740	cool results here.
6092740	6094740	Okay, with that, I'm going to end this lecture.
6094740	6096740	In the next exercise session,
6096740	6098740	we're going to talk about the math recap part two.
6098740	6100740	I mentioned this already here
6100740	6102740	a couple of times as part of this lecture.
6102740	6104740	If anything is unclear,
6104740	6106740	please ask in the Piazza forum
6106740	6108740	or, I mean,
6108740	6110740	both ideally,
6110740	6112740	definitely watch the math recaps
6112740	6114740	and attend the math recaps.
6114740	6116740	In the next lecture,
6116740	6118740	we're going to talk about
6118740	6120740	the first neural networks,
6120740	6122740	we're going to talk about computational graphs,
6122740	6124740	and we're going to expand on what we have learned today.
6124740	6126740	A few references for further reading.
6128740	6130740	Generally speaking,
6130740	6132740	maybe I'll start at the bottom here.
6132740	6134740	General machine learning.
6134740	6136740	This lecture is not necessarily
6136740	6138740	the focus of machine learning to begin with.
6138740	6140740	But I wanted to still explain
6140740	6142740	the main concepts.
6142740	6144740	We're leaving a lot of other machine learning methods
6144740	6146740	out there.
6146740	6148740	I'm not going to talk too much about
6148740	6150740	things like support vector machines
6150740	6152740	or random decision forests.
6152740	6154740	They're also very important.
6154740	6156740	But that's not the main focus right now.
6156740	6158740	They're different models.
6158740	6160740	They have their own strengths.
6160740	6162740	One recommendation is
6162740	6164740	if you're interested in machine learning,
6164740	6166740	look at this book by Chris Bishop.
6166740	6168740	That's a very, very powerful book
6168740	6170740	generally speaking to learn
6170740	6172740	certain math concepts.
6172740	6174740	In this lecture,
6174740	6176740	in the book, they explain much better.
6176740	6178740	The other thing,
6178740	6180740	I wanted to talk a little bit about this one,
6180740	6182740	but I cut it out of the lecture itself,
6182740	6184740	was how to split training
6184740	6186740	validation and test sets
6186740	6188740	and how to make use of that.
6188740	6190740	There's a concept called cross-validation.
6190740	6192740	I would recommend having a look at this one too
6192740	6194740	because that helps you to find better hyperparameters.
6194740	6196740	It might not be
6196740	6198740	directly relevant
6198740	6200740	right away for the linear models,
6200740	6202740	but when you start
6202740	6204740	training your personal networks,
6204740	6206740	these things are actually quite useful
6206740	6208740	to know because they're actually going to help you
6208740	6210740	to get better results on your maths.
6210740	6212740	All right.
6212740	6214740	With that, we're going to be finished today.
6214740	6216740	Thanks a lot for attending
6216740	6218740	and I hope to see you for the next lecture.
6218740	6220740	Thanks everybody for joining.
