start	end	text
4954700	4963500	um and what we typically do is we have the first semester you take i2dl the next semester you take
4963500	4970140	advanced deep learning and then afterwards you would typically do um either practical or a guided
4970140	4974700	research and then afterwards you would do a master thesis and often what we're trying to do we're
4974700	4979660	structuring it that these things could be actually quite connected so it gives you a chance to also work
4979660	4985180	on a publication of this and this is something we we're very proud of we're putting a lot of effort
4985180	4991020	into this and so far it was relatively successful i would say we had amazing students um and we had
4991020	4995260	really cool topics i think and the results also were kind of nice so yeah but something i'm very proud of
4995260	5002460	actually all right so yeah i2dl is important um so a lot of lectures required and a lot of like
5002460	5011420	practical exercises um practical courses required too a couple of more logistics um this is maybe the
5011420	5015660	the least fun part i mean i would love to start with machine learning but unfortunately i have to go
5015660	5023420	over this one very briefly um so the first thing what's important is who are we actually so the team
5023420	5030460	who is giving that course is the lecturer i mean that me in this case um we have also three phd
5030460	5035740	students that are taking take like helping helping with this course that's manuel donna
5035740	5043420	yuchin chen uh guy goffny um so they will be helping you throughout the course um the lecture
5043420	5050460	itself uh we're gonna have the lecture right now this is the theory here um so the lectures are
5050460	5054700	always going to be online so we will have no in-person lectures so the lectures is meaning
5054700	5062300	this part here is going to be online um and the lectures will be released at latest every tuesday
5063340	5068700	they will be released on piazza and they will be released on our lecture website this is an
5068700	5075820	important website you should know this is um it's on my github um so this i2dl github repo this is where
5075820	5080220	we're posting a lot of content meaning we're posting the lectures the recordings and we're posting
5080220	5089660	the slides um what's important here right now is what i wanted to say the lecture itself will be posted
5089660	5096380	there um and we're gonna re-record lectures meaning that i mean i'm gonna re-record the lectures this
5096380	5103740	will be a new course for specifically for the semester um maybe not for the future semester so if
5103740	5108620	you see in the future it might not be new but who is seeing it right now for those it's new so this
5108620	5115500	is a new course um and that is recorded and the videos will be posted there so it will not be in
5115500	5120780	person i had a bit of a debate whether i wanted to do with in person and recorded but in the last
5120780	5127420	semesters a lot of people wanted to have recordings and the recording quality in lecture halls wasn't that
5127420	5133580	great so we decided to put it on youtube release it every week and we hope to deliver this way the
5133580	5140380	best content and the best learning experience um in addition to the lectures there will be practical
5140380	5150300	exercises see see later slides they will be released every thursday at 1 pm uh there will be tutorials
5150300	5155660	there are online videos posted on prcenter website and there will be programming exercises and this part
5155660	5161180	will be important because there's going to be an exercise session that is accompanying this lecture
5161980	5166620	and finally there will be a guest lecture at the end of this this is just one slot we're going to
5166620	5174140	typically invite a famous researcher um and we are asking them uh to give give a talk uh in our lab
5175420	5184380	okay um this is the preliminary syllabus so this is roughly we're planning on 12 lectures this is the
5184380	5190700	first lecture so after this one there will be presumably 11 more um and one guest lecture
5191420	5198940	this is not a full guarantee yet um we are currently debating this a little bit um the guest lecture may
5198940	5204540	also be in person we don't know for sure yet we have to we have to think about this one um but we'll
5204540	5208540	announce it um this is the rough schedule we're gonna start with the introduction here that's what we're
5208540	5213580	doing right now what is deep learning what's machine learning uh we're gonna talk next semester machine
5213580	5218540	learning basics linear regression maximum likelihood then introduction neural networks
5218540	5225500	computational graphs optimization and backpropagation um scaling optimization to large data
5225500	5232300	sgd training is going to be important this is a bit wakier still but will be more concrete later
5232300	5238780	uh introduction to cnn's is important seen in architectures um rnns is important and then
5238780	5246940	advanced architectures and a bit of general models okay so logistically speaking we decided to use piazza
5248060	5256060	we decided to make all the announcement in piazza you should sign up online for access on piazza this is
5256060	5266540	really really important right um otherwise you don't see the announcements um you should select summer
5266540	5279100	23 and search for in 2346 this is this lecture use your tom email at my tomde email um and again
5279100	5285820	important to sign up first thing to do is to sign up there we will share common information regarding
5285820	5291260	the exam also there so this is really critical we will also have a forum where you can ask and discuss
5291260	5296940	questions and we will help you how to do that meaning we will have tutors in addition to the phd students
5296940	5303660	who will monitor and answer these questions and you are welcome and heavily heavily encouraged to actively
5303660	5309980	participate there uh the only thing we ask you not to do is please don't ask don't post solutions to
5309980	5316540	the exercises this will be not great uh you can post private questions visible only to staff as well
5316540	5322940	uh and this is mostly how we're going to do interactions okay so piazza is in a sense replacing
5322940	5327660	moodle there are certain decisions why we decided to do it certain reasons why we decided to do it this
5327660	5334540	way but yeah piazza is going to be the way to go uh the website is again this github here that's
5334540	5342940	important because they will be also the lectures um and the slides on afterwards um and you can see all the
5342940	5350460	content that is going up there okay another important thing regarding communication we will have or we
5350460	5362060	do have an email address this is this email address here it's i2dl at vc.in.tum.de um this is an email
5362060	5368860	list that is shared across me the tas um and the phd students so there's like 10 people or so on this email
5368860	5376700	um and they will help you if you have any questions general thing please don't email us personally
5376700	5381980	specifically don't email me personally um the reason is very simple it's not something i'm so
5381980	5387420	proud of but i'm getting unfortunately so many emails i can't handle them like you it's it's not
5387420	5394860	likely that you're getting some some answer from me um in time like my email is unfortunately so flooded
5394860	5401020	it's very difficult um so the reason how we're fixing it is using an email address an email list
5401580	5406940	email that one and then hopefully this works better and we are trying to make sure that we're giving
5406940	5412860	timely replies if you have questions again please don't email us personally use the common email
5412860	5420700	address um to ask questions general thing always use the email list for organizational questions
5420700	5426300	right so content questions like oh i messed up something in the lecture there's an error on the
5426300	5433340	slides or there's something wrong with office hours stuff like that asking piazza asking piazza or in
5433340	5442140	the office hours first right like content questions use piazza or office hours um and yeah otherwise you can
5442140	5448220	always post issues there in piazza same thing like emails should not be the primary concern we have the
5448220	5452780	email list we think it's important to have it but please only use it when it's really necessary for
5452780	5457980	the most part please use piazza if there's something wrong on exercise if there's a question to the
5457980	5466220	exercise content wise ask it on piazza because other people might also like it okay there will be virtual
5466220	5476460	office hours um we will have dedicated office hours regarding theoretical help meaning lecture questions
5477260	5483580	and also help on exercises and we emphasize for both actually um this will be very important
5484460	5489260	because it'll help you and i think this is really critical give everybody a chance to interact with us
5489820	5496620	um so that's why we decided we wanted to have office hours um so please please use that like we
5496620	5502300	actually spending quite some effort on it so please make use of the office hours uh there will be more
5502300	5509260	info in the first tutorial session this week um we will also post the zoom links on piazza um accordingly
5509260	5513260	this is how you get access to it the reason why we don't get on piazza and on the website is because
5513260	5522140	this is only for people who actually sign up for the course okay um exam faq people always ask oh what's
5522140	5528780	part of the exam i know it's important the final exam date we don't know yet um we have to see how this
5528780	5536380	goes with the room planning uh once we know it we'll let you know uh the content uh will be exercises
5536380	5544620	and lecture um what is important is that there's going to be no retake meaning that this semester
5544620	5549020	there's going to be one exam and then there's going to be an exam next semester because itdl is taught
5549020	5555740	every semester there's also going to be a grade bonus meaning solve eight out of nine non-optional
5555740	5560940	practical exercises then you get the great bonus if you get the great bonus you're going to get a
5560940	5568060	0.3 bonus on the past final exam the bonus is also transferable from previous and future semesters
5569020	5575500	however there's one important thing what you often do the bonus is passed on the final exam it's a 0.3
5575500	5582140	bonus but often practicals that you take afterwards require to have the bonus it's a little bit tricky
5582140	5586780	it's not just the grade that matters some of the advanced courses require you to have the grade
5586780	5593580	bonus because we want you to be able to code so please spend considerable effort on that this is
5593580	5599740	actually important that you're doing the exercises right okay some other random administrative things
5599740	5606940	uh we welcome external students meaning that we have lmu's or uh tomb phds often no big deal
5606940	5612140	uh fill the registration form and we will add you to the course uh you will get a shining certificate
5612140	5617980	at the end that you can then use respectively for your graduate school or um or whatsoever
5618540	5626540	um again check announcement on spiazza check content on the website okay so upcoming now the next things for
5626540	5631900	you to think about is the next lecture is next week that's going to be about machine learning basics and
5631900	5636860	what's very critical is on thursday there will be the first tutorial and the first exercise
5637820	5643900	so i hope this was fun um and i really look forward to a great semester with each of every one of you
5644540	5658540	see you next time and looking forward and hope you enjoy the course thanks a lot
